1000_g	1	0	57	2	1	0
1001_g	0	0	68	1	0	0
1002_g	537860	193	164	32113	54837	0
1003_g	10	0	315	1	2	0
1004_g	4	5	158	23	52	0
1005_g	537	488	394	352	299	0
1006_g	4	0	91	2	10	0
1007_g	0	0	6	0	0	0
1008_g	0	0	40	19	63	0
1009_g	3	0	45	3	19	0
100_g	0	0	1	0	0	0
1010_g	6	0	91	551	1358	0
1011_g	3	2	88	310	352	0
1012_g	19	8	189	32	50	0
1013_g	1	0	68	0	1	0
1014_g	121	160	58	2032	2010	0
1015_g	45	51	17	825	853	0
1016_g	1	0	94	2	1	0
1017_g	15	14	79	27	19	0
1018_g	0	0	13	0	0	0
1019_g	1	0	43	0	1	0
101_g	0	0	10	0	1	0
1020_g	0	0	40	1	0	0
1021_g	47	124	79	36	36	0
1022_g	61	21	89	7	0	0
1023_g	71	10	97	0	0	0
1024_g	119	481	308	1349	966	0
1025_g	5	15	81	6	25	0
1026_g	4	1	202	64	285	0
1027_g	2	0	89	2	2	0
1028_g	4	0	63	235	238	0
1029_g	56	9	224	32	21	0
102_g	23	15	42	24	19	0
1030_g	451	306	112	291	315	0
1031_g	5	0	201	11	12	0
1032_g	2	0	101	9	2	0
1033_g	8	18	103	9657	6029	0
1034_g	0	0	13	0	0	0
1035_g	0	0	5	0	0	0
1036_g	0	0	5	0	1	0
1037_g	1	0	17	0	1	0
1038_g	2	0	45	1	1	0
1039_g	6	13	92	7	2	0
103_g	284	141	170	213	128	0
1040_g	1987	1419	53	199	229	0
1041_g	7	0	100	1	4	0
1042_g	0	0	53	3	36	0
1043_g	4	0	31	6	5	0
1044_g	2	0	32	1	2	0
1045_g	0	0	14	0	0	0
1046_g	0	0	26	0	0	0
1047_g	7	3	46	10	4	0
1048_g	71	29	103	243	491	0
1049_g	76	78	427	470	86	0
104_g	11	13	145	125	76	0
1050_g	5957	7614	261	389	218	0
1051_g	1	3	39	13	5	0
1052_g	706	843	407	1639	1545	0
1053_g	930	1466	320	586	282	0
1054_g	0	0	28	0	1	0
1055_g	55	38	39	13	1	0
1056_g	0	0	8	0	0	0
1057_g	2713	1076	130	268729	130542	0
1058_g	16	2	221	8	10	0
1059_g	0	0	37	0	0	0
105_g	89	135	98	248	323	0
1060_g	2	0	212	4	2	0
1061_g	4	1	227	17	6	0
1062_g	5	0	86	2	3	0
1063_g	1613	2039	105	516	644	0
1064_g	23	11	68	11	12	0
1065_g	15	6	67	29	3	0
1066_g	155	88	242	191	157	0
1067_g	1	0	28	2	2	0
1068_g	48	55	92	5596	5843	0
1069_g	4	0	32	2	3	0
106_g	2	0	37	0	1	0
1070_g	213	186	242	164	191	0
1071_g	6	0	77	7	13	0
1072_g	0	0	27	3	0	0
1073_g	2	0	176	16	45	0
1074_g	129	176	111	59	80	0
1075_g	364	477	291	190	177	0
1076_g	5	0	142	4	21	0
1077_g	0	0	36	0	1	0
1078_g	1961	1857	244	303	159	0
1079_g	2	0	32	1	1	0
107_g	64	74	313	60	65	0
1080_g	2	0	33	1	0	0
1081_g	1760	770	55	555	404	0
1082_g	12	0	324	23	56	0
1083_g	4952460	956	54	561422	346071	0
1084_g	0	0	1	0	0	0
1085_g	63	58	42	3	5	0
1086_g	1	0	13	0	2	0
1087_g	4	0	36	0	8	0
1088_g	29	19	251	3	70	0
1089_g	5	0	72	4	0	0
108_g	11	5	127	16	31	0
1090_g	125	278	73	76	124	0
1091_g	8	8	112	73	80	0
1092_g	44	80	42	72	14	0
1093_g	5	0	145	11	14	0
1094_g	5	1	62	22	26	0
1095_g	135	146	259	707	851	0
1096_g	17	18	227	61	79	0
1097_g	1	0	45	2	1	0
1098_g	1	0	0	2	0	0
1099_g	175	85	93	164	27	0
109_g	1	0	51	0	9	0
10_g	13	0	230	3	4	0
1100_g	3	0	122	3	2	0
1101_g	4	0	58	1	3	0
1102_g	1158	823	194	100	57	0
1103_g	54	64	106	65	67	0
1104_g	9	1	63	6	9	0
1105_g	3	0	26	0	6	0
1106_g	8	0	49	158	45	0
1107_g	1	0	38	18	11	0
1108_g	5	0	54	1	2	0
1109_g	3	0	57	11	4	0
110_g	1549	2017	454	3312	1638	0
1110_g	0	0	2	0	0	0
1111_g	587	939	202	388	169	0
1112_g	56	49	151	176	54	0
1113_g	1473	899	394	1048	1005	0
1114_g	15	8	84	164	132	0
1115_g	0	0	0	0	0	0
1116_g	2	0	15	3	0	0
1117_g	0	0	56	0	1	0
1118_g	2	0	42	0	0	0
1119_g	1	0	23	0	0	0
111_g	8	17	87	116	34	0
1120_g	0	0	65	1	0	0
1121_g	0	0	33	1	0	0
1122_g	1	0	11	3	1	0
1123_g	49	629	75	173	27	0
1124_g	174	255	157	187	155	0
1125_g	51	29	82	270	132	0
1126_g	1	0	65	3	1	0
1127_g	22	24	4	18	1	0
1128_g	0	0	93	0	0	0
1129_g	0	0	0	0	0	0
112_g	1	0	44	50	14	0
1130_g	0	0	19	0	2	0
1131_g	1	0	58	3	6	0
1132_g	3	5	80	12	6	0
1133_g	18	6	319	31	21	0
1134_g	2	0	29	1	4	0
1135_g	4	6	30	1	22	0
1136_g	2	0	39	4	2	0
1137_g	0	0	41	0	0	0
1138_g	9	19	66	27	41	0
1139_g	144	218	284	394	291	0
113_g	415	355	305	1674	1311	0
1140_g	0	0	39	2	2	0
1141_g	3	0	104	46	19	0
1142_g	1	0	49	5	3	0
1143_g	0	0	0	0	0	0
1144_g	0	0	1	0	0	0
1145_g	0	0	6	0	0	0
1146_g	0	0	0	0	0	0
1147_g	0	0	0	0	0	0
1148_g	0	0	676	0	0	0
1149_g	119	4	3114	102	150	0
114_g	6	5	83	26	27	0
1150_g	0	0	0	0	0	0
1151_g	0	0	0	0	0	0
1152_g	121	4	1628	156	154	0
1153_g	0	0	8	0	0	0
1154_g	0	0	0	0	0	0
1155_g	0	0	19	0	0	0
1156_g	0	0	0	0	0	0
1157_g	0	0	9	0	0	0
1158_g	0	0	87	0	0	0
1159_g	0	0	87	0	0	0
115_g	80	133	126	62	68	0
1160_g	0	0	22	0	0	0
1161_g	1	0	909	6	5	0
1162_g	0	0	14	0	0	0
1163_g	0	0	16	1	0	0
1164_g	7	0	232	5	4	0
1165_g	0	0	93	4	0	0
1166_g	38	25	99	37	86	0
1167_g	0	0	39	0	3	0
1168_g	46	73	76	56	57	0
1169_g	10	23	130	15	6	0
116_g	50	69	107	244	172	0
1170_g	143	259	193	104	75	0
1171_g	105	47	255	51	52	0
1172_g	51	6	92	29	26	0
1173_g	308	271	277	160	144	0
1174_g	0	0	10	1	3	0
1175_g	0	0	4	0	0	0
1176_g	1	0	15	4	6	0
1177_g	282	307	355	445	297	0
1178_g	10	1	72	16	9	0
1179_g	99	249	299	262	181	0
117_g	3	0	97	7	20	0
1180_g	64	58	284	70	85	0
1181_g	0	0	52	3	3	0
1182_g	2	0	87	5	2	0
1183_g	0	0	29	0	0	0
1184_g	0	0	35	3	1	0
1185_g	6	0	170	8	4	0
1186_g	0	0	30	3	2	0
1187_g	3	0	52	9	3	0
1188_g	2	0	53	2	1	0
1189_g	13	14	55	18	9	0
118_g	1	0	36	0	0	0
1190_g	3	0	38	159	143	0
1191_g	103	139	122	238	163	0
1192_g	17	0	73	18	14	0
1193_g	37	32	301	9	17	0
1194_g	476	85	42	0	1	0
1195_g	0	0	107	2	4	0
1196_g	21	41	142	50	41	0
1197_g	148	190	262	199	191	0
1198_g	182	318	242	237	443	0
1199_g	3	0	71	16	0	0
119_g	597	567	173	541	571	0
11_g	0	0	60	2	1	0
1200_g	2	1	21	6	3	0
1201_g	87	97	39	84	56	0
1202_g	33	3	6	28	11	0
1203_g	2	1	46	4	3	0
1204_g	0	0	46	1	2	0
1205_g	421	379	90	139	239	0
1206_g	2079	2772	279	408	691	0
1207_g	198	166	45	509	373	0
1208_g	23	29	49	37	32	0
1209_g	0	0	18	0	0	0
120_g	12	1	191	41	25	0
1210_g	5	0	140	3	13	0
1211_g	2	0	44	2	1	0
1212_g	1	0	76	1	1	0
1213_g	1	0	81	2	1	0
1214_g	176	337	60	182	418	0
1215_g	48	0	69	7	12	0
1216_g	8	1	126	20	16	0
1217_g	33	25	351	108	109	0
1218_g	43	36	120	39	44	0
1219_g	88	49	199	54	76	0
121_g	3	0	137	9	7	0
1220_g	12	8	109	27	34	0
1221_g	11	3	170	13	13	0
1222_g	7	0	216	4	5	0
1223_g	4	0	131	3	1	0
1224_g	80	38	73	3	15	0
1225_g	2	0	144	5	2	0
1226_g	1	0	46	18	102	0
1227_g	7	0	286	31	33	0
1228_g	93	79	268	1032	250	0
1229_g	50	129	117	60	145	0
122_g	0	0	66	2	0	0
1230_g	16	13	146	28	13	0
1231_g	2	0	76	95	4	0
1232_g	23	9	143	436	245	0
1233_g	140	300	149	101	89	0
1234_g	7	0	71	0	0	0
1235_g	5	0	151	21	5	0
1236_g	2	0	87	7	1	0
1237_g	1	5	90	23	26	0
1238_g	4	0	125	14	18	0
1239_g	13	27	184	14	102	0
123_g	8	0	178	150	9	0
1240_g	0	0	3	0	1	0
1241_g	1	0	49	1	2	0
1242_g	1	0	29	13	39	0
1243_g	2	0	27	1	26	0
1244_g	390	219	53	248	363	0
1245_g	79	43	69	11	12	0
1246_g	2	4	11	5	8	0
1247_g	110	32	166	25	15	0
1248_g	12	0	141	2	6	0
1249_g	7	0	171	623	58	0
124_g	68	46	71	48	26	0
1250_g	1	0	28	3	0	0
1251_g	102	129	97	362	155	0
1252_g	3937	2854	137	547	176	0
1253_g	1390	1416	640	1581	904	0
1254_g	2	0	25	594	5	0
1255_g	0	0	24	61	17	0
1256_g	430	363	163	221	309	0
1257_g	4	0	136	3	6	0
1258_g	228	238	74	240	131	0
1259_g	1	0	2	1	2	0
125_g	11	20	155	22	12	0
1260_g	3	11	29	10	16	0
1261_g	10	76	113	6	18	0
1262_g	13	0	125	4	14	0
1263_g	12	0	179	11	15	0
1264_g	105	1	11357	1300	95	0
1265_g	1203	19	10854	10500	677	0
1266_g	193	6	42417	4283	389	0
1267_g	31	1	117211	470	57	0
1268_g	0	0	6	0	0	0
1269_g	0	0	54	0	0	0
126_g	2056	1424	192	321	310	0
1270_g	0	0	992	0	0	0
1271_g	3	0	2844	25	0	0
1272_g	0	0	16077	10	2	0
1273_g	0	0	129	0	0	0
1274_g	0	0	8	0	0	0
1275_g	0	0	3019	0	0	0
1276_g	1	0	15487	0	0	0
1277_g	0	0	6490	0	0	0
1278_g	0	0	91	13	8	0
1279_g	4	2	46	61	98	0
127_g	5	0	100	3	5	0
1280_g	3	4	13	2	7	0
1281_g	83	50	23	70	33	0
1282_g	1	0	15	1	1	0
1283_g	0	2	24	3	0	0
1284_g	17	25	75	15	5	0
1285_g	39	43	62	53	71	0
1286_g	3	0	52	1	1	0
1287_g	460	535	245	2407	1424	0
1288_g	0	7	24	0	3	0
1289_g	2	0	57	0	0	0
128_g	941	747	153	1126	1726	0
1290_g	1	0	188	5	4	0
1291_g	3	0	55	1	0	0
1292_g	1	0	112	5	3	0
1293_g	324	196	130	417	218	0
1294_g	2	7	81	38	64	0
1295_g	0	4	69	2	40	0
1296_g	96	94	25	8	26	0
1297_g	6	0	159	5	4	0
1298_g	15	0	105	9	2	0
1299_g	234	195	181	212	186	0
129_g	876	809	113	325	243	0
12_g	2	0	43	1	2	0
1300_g	247	260	25	985	1992	0
1301_g	0	0	63	0	2	0
1302_g	1	0	51	1	3	0
1303_g	22	0	56	0	2	0
1304_g	12	7	83	134	134	0
1305_g	117	63	108	80	72	0
1306_g	1	0	62	6	7	0
1307_g	53	53	58	120	148	0
1308_g	0	0	8	0	1	0
1309_g	0	0	0	0	0	0
130_g	8	6	61	5	9	0
1310_g	0	0	5	1	2	0
1311_g	7	70	72	6	11	0
1312_g	8	7	76	29	28	0
1313_g	0	0	20	0	0	0
1314_g	0	0	6	0	1	0
1315_g	225	203	206	365	264	0
1316_g	86	95	88	26	33	0
1317_g	10	20	41	3	8	0
1318_g	4	0	83	5	2	0
1319_g	4	0	125	1	14	0
131_g	7	0	135	7	1	0
1320_g	3	0	67	0	1	0
1321_g	1	0	92	9	10	0
1322_g	345	180	226	189	272	0
1323_g	761	352	482	417	248	0
1324_g	134	91	197	315	322	0
1325_g	1	0	18	1	0	0
1326_g	0	0	23	0	0	0
1327_g	74	73	43	28	9	0
1328_g	17	16	87	3	6	0
1329_g	615	297	209	27	34	0
132_g	19	3	122	13	10	0
1330_g	1	0	173	3	2	0
1331_g	0	0	59	2	2	0
1332_g	5	0	151	3	2	0
1333_g	0	0	16	1	4	0
1334_g	3	0	18	3	0	0
1335_g	3	0	145	2	7	0
1336_g	0	0	3	0	0	0
1337_g	0	0	1	0	0	0
1338_g	194	180	295	84	153	0
1339_g	1	0	40	5	4	0
133_g	14	1	216	10	24	0
1340_g	0	0	47	227	833	0
1341_g	285	268	57	4720	3450	0
1342_g	5	2	81	15	4	0
1343_g	8	17	81	53	65	0
1344_g	0	0	0	0	0	0
1345_g	5	1	91	3	0	0
1346_g	0	0	34	5	0	0
1347_g	0	0	35	1	2	0
1348_g	3	0	135	4	4	0
1349_g	14	4	112	287	235	0
134_g	1865	2259	76	733	666	0
1350_g	9	0	152	1	6	0
1351_g	1	0	45	1	0	0
1352_g	5	0	31	0	1	0
1353_g	12	0	293	28	12	0
1354_g	0	0	33	3	0	0
1355_g	0	0	54	1	1	0
1356_g	1	0	110	1	0	0
1357_g	3	0	172	3	1	0
1358_g	94	20	50	9	16	0
1359_g	351	114	63	4	1	0
135_g	9	9	58	59	34	0
1360_g	105	212	178	301	321	0
1361_g	14	64	133	95	112	0
1362_g	94	75	311	549	561	0
1363_g	2	0	121	19	7	0
1364_g	9	8	67	6	4	0
1365_g	0	0	58	1	2	0
1366_g	3	0	114	13	52	0
1367_g	3	0	134	2	4	0
1368_g	13	52	112	4	10	0
1369_g	2	0	81	5	5	0
136_g	138	50	208	79	78	0
1370_g	24	143	55	40	36	0
1371_g	33	70	63	92	63	0
1372_g	13	3	66	23	16	0
1373_g	0	0	29	0	0	0
1374_g	2	0	63	0	0	0
1375_g	0	0	57	0	2	0
1376_g	10	0	469	5	9	0
1377_g	12	0	997	12	31	0
1378_g	36	0	1511	24	47	0
1379_g	41	0	1824	33	26	0
137_g	15	19	96	35	16	0
1380_g	37	0	3019	37	39	0
1381_g	27	0	1255	9	12	0
1382_g	8	0	750	8	21	0
1383_g	10	0	348	6	6	0
1384_g	105	0	3754	66	90	0
1385_g	29	0	1560	19	28	0
1386_g	18	0	733	16	16	0
1387_g	102	0	4214	85	92	0
1388_g	3	0	291	2	5	0
1389_g	0	0	132	0	0	0
138_g	132	90	180	107	132	0
1390_g	71	0	2757	47	58	0
